Company,Location,Month,Type,Date,Particulars,Voucher Type,Voucher No.,Against Sales Invoice no.,Quantity,Rate,Value,Gross Total,ledger_id
O-tec,Surat,2025-04,credit note,15/04/2025,SHRUTI FASHIONS PVT. LTD.,GST SALES RETURN,G/SR/25-26/17,SPARE/25-26/90,1.0000,2708.00,2708.00,3195.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00001338
O-tec,Surat,2025-04,credit note,15/04/2025,RAINBOW DIGITAL PRINTS,GST SALES RETURN,G/SR/25-26/18,SPARE/25-26/92,2.0000,19637.50,39275.00,46345.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00001188
O-tec,Surat,2025-04,credit note,15/04/2025,SWASTIK VALUE ADDITION PVT LTD,GST SALES RETURN,G/SR/25-26/19,SPARE/25-26/95,1.0000,58600.00,58600.00,69148.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000013e1
O-tec,Surat,2025-04,credit note,15/04/2025,M R CREATIONS,GST SALES RETURN,G/SR/25-26/20,INK/24-25/3213,85.0000,990.00,84150.00,99297.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000fb0
O-tec,Surat,2025-04,credit note,15/04/2025,M R CREATIONS,GST SALES RETURN,G/SR/25-26/21,INK/24-25/3536,10.0000,990.00,9900.00,11682.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000fb0
O-tec,Surat,2025-04,credit note,15/04/2025,M R CREATIONS,GST SALES RETURN,G/SR/25-26/22,SPARE/24-25/1006,1.0000,1090.60,1090.60,1287.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000fb0
O-tec,Surat,2025-04,credit note,15/04/2025,M R CREATIONS,GST SALES RETURN,G/SR/25-26/23,INK/24-25/3992,300.4000,972.04,292000.00,344560.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000fb0
O-tec,Surat,2025-04,credit note,15/04/2025,M R CREATIONS,GST SALES RETURN,G/SR/25-26/24,SPARE/24-25/1296,1.0000,68612.00,68612.00,80962.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000fb0
O-tec,Surat,2025-04,credit note,15/04/2025,M R CREATIONS,GST SALES RETURN,G/SR/25-26/25,INK/24-25/3004,66.5000,991.46,65932.00,77799.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000fb0
O-tec,Surat,2025-04,credit note,15/04/2025,GAGAN SILK MILLS PVT LTD,GST SALES RETURN,G/SR/25-26/26,SPARE/25-26/48,2.0000,20500.00,41000.00,48380.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000c95
O-tec,Surat,2025-04,credit note,15/04/2025,SHREE SACHIDANAND INDUSTRIES PVT LTD,GST SALES RETURN,G/SR/25-26/27,SPARE/25-26/94,2.0000,6280.48,12560.96,14822.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00001318
O-tec,Surat,2025-04,credit note,17/04/2025,SHIVANI TRADE INDIA,GST SALES RETURN,G/SR/25-26/28,PAPER/029/25-26,700.0000,6.99,4893.00,5774.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00003628
O-tec,Surat,2025-04,credit note,18/04/2025,NANDESHWAR FASHION,GST SALES RETURN,G/SR/25-26/29,HD/HG/25-26/14,4.0000,225000.00,900000.00,1062000.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000ff2
O-tec,Surat,2025-04,credit note,19/04/2025,GOPGAN PRINTING,GST SALES RETURN,G/SR/25-26/30,SPARE/25-26/115,2.0000,2200.00,4400.00,5192.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000cda
O-tec,Surat,2025-04,credit note,19/04/2025,ROSHNI CREATIONS PRIVATE LIMITED,GST SALES RETURN,G/SR/25-26/31,PAPER/024/25-26,1000.0000,4.91,4910.00,5794.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000120c
O-tec,Surat,2025-04,credit note,19/04/2025,VEEKAY PRINTS PVT.LTD.,GST SALES RETURN,G/SR/25-26/32,SPARE/25-26/124,2.0000,5100.70,10201.40,12038.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000014d4
O-tec,Surat,2025-04,credit note,19/04/2025,KALAKRUTI PROCESSORS (P) LTD,GST SALES RETURN,G/SR/25-26/33,SPARE/25-26/125,1.0000,21462.41,21462.41,25326.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000e58
O-tec,Surat,2025-04,credit note,21/04/2025,SWASTIK DIGITAL,GST SALES RETURN,G/SR/25-26/34,,420.0000,778.57,327000.00,385860.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000013dd
O-tec,Surat,2025-04,credit note,21/04/2025,D SKY DIGITAL PRINTS,GST SALES RETURN,G/SR/25-26/35,INK/24-25/8400,65.0000,1148.08,74625.00,88058.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000bff
O-tec,Surat,2025-04,credit note,21/04/2025,M/S S.Z.DIGITEX,GST SALES RETURN,G/SR/25-26/36,PAPER/042/25-26,19400.0000,5.08,98552.00,116291.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000fd3
O-tec,Surat,2025-04,credit note,21/04/2025,ORANGE O TEC ENTERPRISES PRIVATE LIMITED-NOIDA (S),GST SALES RETURN,G/SR/25-26/37,HEAD/25-26/1 & HEAD/25-26/5,4.0000,175000.00,700000.00,826000.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00003183
O-tec,Surat,2025-04,credit note,21/04/2025,NAMYAAH DIGITALS,GST SALES RETURN,G/SR/25-26/38,INK/25-26/146,10.0000,1450.00,14500.00,17110.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000364c
O-tec,Surat,2025-04,credit note,21/04/2025,NAMYAAH DIGITALS,GST SALES RETURN,G/SR/25-26/39,INK/24-25/8935,16.0000,1450.00,23200.00,27376.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000364c
O-tec,Surat,2025-04,credit note,22/04/2025,NAMYAAH DIGITALS - MACHINE,GST SALES RETURN,G/SR/25-26/40,MC/24-25/170,1.0000,5000000.00,5000000.00,5900000.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000036ad
O-tec,Surat,2025-04,credit note,22/04/2025,NAMYAAH DIGITALS - MACHINE,GST SALES RETURN,G/SR/25-26/41,MC/24-25/171,1.0000,2800000.00,2800000.00,3304000.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000036ad
O-tec,Surat,2025-04,credit note,23/04/2025,GOKUL TEX PRINTS PVT. LTD.,GST SALES RETURN,G/SR/25-26/42,HD/HG/25-26/19,1.0000,211000.00,211000.00,248980.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000cd3
O-tec,Surat,2025-04,credit note,23/04/2025,FABRIC  STORY PVT LTD,GST SALES RETURN,G/SR/25-26/43,,1.0000,22000.00,22000.00,25960.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000c5b
O-tec,Surat,2025-04,credit note,23/04/2025,DASS DIGITAL,GST SALES RETURN,G/SR/25-26/44,SPARE/25-26/165,1.0000,68081.80,68081.80,80337.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000b72
O-tec,Surat,2025-04,credit note,23/04/2025,VLS PRINTS,GST SALES RETURN,G/SR/25-26/45,SPARE/24-25/2428,1.0000,17786.25,17786.25,20988.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000151a
O-tec,Surat,2025-04,credit note,24/04/2025,NAMYAAH DIGITALS,GST SALES RETURN,G/SR/25-26/46,INK/25-26/269,10.0000,750.00,7500.00,8850.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000364c
O-tec,Surat,2025-04,credit note,24/04/2025,NAMYAAH DIGITALS,GST SALES RETURN,G/SR/25-26/47,SPARE/25-26/49,1.0000,25.00,25.00,30.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000364c
O-tec,Surat,2025-04,credit note,24/04/2025,NAMYAAH DIGITALS,GST SALES RETURN,G/SR/25-26/48,INK/25-26/274,40.0000,750.00,30000.00,35400.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000364c
O-tec,Surat,2025-04,credit note,24/04/2025,RAMLAXMAN INDUSTRIES PVT LTD,GST SALES RETURN,G/SR/25-26/49,SPARE/25-26/140,1.0000,45108.00,45108.00,53227.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000011b6
O-tec,Surat,2025-04,credit note,24/04/2025,SHREE SAI DIGITEX(SACHIN DIVISION),GST SALES RETURN,G/SR/25-26/50,INK/25-26/275,100.0000,750.00,75000.00,88500.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000131a
O-tec,Surat,2025-04,credit note,24/04/2025,SHREE SAI DIGITEX(SACHIN DIVISION),GST SALES RETURN,G/SR/25-26/51,INK/25-26/309,80.0000,750.00,60000.00,70800.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000131a
O-tec,Surat,2025-04,credit note,24/04/2025,SHREE JAGDAMBA DYG AND PTG MILLS PVT LTD,GST SALES RETURN,G/SR/25-26/52,SPARE/25-26/156,2.0000,9819.16,19638.32,23173.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000012f7
O-tec,Surat,2025-04,credit note,24/04/2025,JAY KHODIYAR FASHION,GST SALES RETURN,G/SR/25-26/53,INK/24-25/555,10.0000,690.00,6900.00,8142.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000e1b
O-tec,Surat,2025-04,credit note,24/04/2025,GOKUL TEX PRINTS PVT. LTD.,GST SALES RETURN,G/SR/25-26/54,INK/25-26/54,80.0000,970.00,77600.00,91568.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000cd3
O-tec,Surat,2025-04,credit note,24/04/2025,GOKUL TEX PRINTS PVT. LTD.,GST SALES RETURN,G/SR/25-26/55,INK/25-26/156,4.8000,970.00,4656.00,5494.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000cd3
O-tec,Surat,2025-04,credit note,24/04/2025,UMA CREATION,GST SALES RETURN,G/SR/25-26/56,INK/24-25/7730,62.0000,985.48,61100.00,72098.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00003639
O-tec,Surat,2025-04,credit note,24/04/2025,M/S S.Z.DIGITEX,GST SALES RETURN,G/SR/25-26/57,PAPER/060/25-26,2000.0000,6.46,12920.00,15246.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000fd3
O-tec,Surat,2025-04,credit note,24/04/2025,RAMLAXMAN INDUSTRIES PVT LTD,GST SALES RETURN,G/SR/25-26/58,SPARE/25-26/139,1.0000,22854.34,22854.34,26968.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000011b6
O-tec,Surat,2025-04,credit note,25/04/2025,BLUE CLIPPER DIGITAL PRINTS,GST SALES RETURN,G/SR/25-26/59,SPARE/25-26/175,4.0000,595.00,2380.00,2808.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000aa7
O-tec,Surat,2025-04,credit note,25/04/2025,NANDESHWAR FASHION,GST SALES RETURN,G/SR/25-26/60,SPARE/25-26/133,1.0000,338350.00,338350.00,399253.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000ff2
O-tec,Surat,2025-04,credit note,25/04/2025,SWASTIK DIGITAL,GST SALES RETURN,G/SR/25-26/61,,10.0000,800.00,8000.00,9440.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000013dd
O-tec,Surat,2025-04,credit note,28/04/2025,RIDTZ FASHION,GST SALES RETURN,G/SR/25-26/62,SPARE/24-25/2490,1.0000,126230.17,126230.17,148952.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000011eb
O-tec,Surat,2025-04,credit note,29/04/2025,LAXMI VISHNU SILK MILLS,GST SALES RETURN,G/SR/25-26/63,SPARE/24-25/1070,1.0000,450.00,450.00,531.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000ee1
O-tec,Surat,2025-04,credit note,29/04/2025,SPECTRUM DIGITAL,GST SALES RETURN,G/SR/25-26/64,SPARE/25-26/210,1.0000,4675.00,4675.00,5517.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00001384
O-tec,Surat,2025-04,credit note,29/04/2025,NAMYAAH DIGITALS,GST SALES RETURN,G/SR/25-26/65,SPARE/24-25/2465,1.0000,72000.00,72000.00,84960.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000364c
O-tec,Surat,2025-04,credit note,30/04/2025,D SKY DIGITAL PRINTS,GST SALES RETURN,G/SR/25-26/66,INK/25-26/630,20.0000,775.00,15500.00,18290.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000bff
O-tec,Surat,2025-04,credit note,30/04/2025,PEACOCK DIGITAL WORLD,GST SALES RETURN,G/SR/25-26/67,INK/25-26/739,130.0000,1476.92,192000.00,226560.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000010cf
O-tec,Surat,2025-04,credit note,30/04/2025,V D ENTERPRISE,GST SALES RETURN,G/SR/25-26/68,SPARE/25-26/84,1.0000,28000.00,28000.00,33040.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000397e
O-tec,Surat,2025-04,credit note,30/04/2025,ANISHA THE COLOUR CO.,GST SALES RETURN,G/SR/25-26/69,SPARE/24-25/2447,2.0000,18460.64,36921.28,43567.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000009f7
O-tec,Surat,2025-04,credit note,30/04/2025,NANDESHWAR FASHION,GST SALES RETURN,G/SR/25-26/70,SPARE/25-26/134,1.0000,219927.50,219927.50,259514.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000ff2
O-tec,Surat,2025-04,credit note,30/04/2025,SILK APPEAL,GST SALES RETURN,G/SR/25-26/71,SPARE/24-25/2434,2.0000,328250.00,656500.00,775260.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00001351
O-tec,Surat,2025-04,credit note,30/04/2025,PANORAMMA PRINT,GST SALES RETURN,G/SR/25-26/72,SPARE/25-26/86,4.0000,29854.63,119418.53,140914.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000010ab
O-tec,Surat,2025-04,credit note,30/04/2025,SHIVRAM PROCESSORS,GST SALES RETURN,G/SR/25-26/73,SPARE/25-26/190,1.0000,146450.00,146450.00,172811.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000012dd
O-tec,Surat,2025-05,credit note,03/05/2025,M/S S.Z.DIGITEX,GST CREDIT NOTE,CN/110/25-26,PAPER/069/25-26,,,,1699.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000fd3
O-tec,Surat,2025-05,credit note,03/05/2025,SAMJUBA ENTERPRISE,GST CREDIT NOTE,CN/111/25-26,INK/25-26/595,,,,1888.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00001250
O-tec,Surat,2025-05,credit note,07/05/2025,KALAKRUTI PROCESSORS (P) LTD,GST CREDIT NOTE,CN/112/25-26,HD/HG/25-26/39,,,,11800.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000e58
O-tec,Surat,2025-05,credit note,13/05/2025,AISHAWARYA CREATIONS,GST CREDIT NOTE,CN/115/25-26,SPARE/25-26/137,,,,4720.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000009b0
O-tec,Surat,2025-05,credit note,13/05/2025,PANORAMMA PRINT,GST CREDIT NOTE,CN/116/25-26,HEAD/25-26/10,,,,5900.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000010ab
O-tec,Surat,2025-05,credit note,13/05/2025,DASS DIGITAL,GST CREDIT NOTE,CN/117/25-26,SPARE/25-26/63,,,,83371.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000b72
O-tec,Surat,2025-05,credit note,14/05/2025,LOTUS FIVE DIGITAL WORLD,GST CREDIT NOTE,CN/118/25-26,INK/25-26/492,,,,19765.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000efe
O-tec,Surat,2025-05,credit note,14/05/2025,CHANDRIKA DIGITAL,GST CREDIT NOTE,CN/119/25-26,INK/24-25/7694,,,,265.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000af9
O-tec,Surat,2025-05,credit note,14/05/2025,CLOTHERA PRIVATE LIMITED,GST CREDIT NOTE,CN/120/25-26,SPARE/24-25/2013,,,,33024.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000b1f
O-tec,Surat,2025-05,credit note,14/05/2025,PANORAMMA PRINT,GST CREDIT NOTE,CN/122/25-26,HEAD/25-26/42,,,,11800.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000010ab
O-tec,Surat,2025-05,credit note,15/05/2025,SHRUTI FASHIONS PVT. LTD.,GST CREDIT NOTE,CN/123/25-26,HAND/24-25/201,,,,11800.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00001338
O-tec,Surat,2025-05,credit note,16/05/2025,NILKANTH PRINTS,GST CREDIT NOTE,CN/124/25-26,HD/HG/25-26/50,,,,241900.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00001032
O-tec,Surat,2025-05,credit note,16/05/2025,KALA FASHIONS,GST CREDIT NOTE,CN/125/25-26,SPARE/24-25/1202,,,,18290.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000e54
O-tec,Surat,2025-05,credit note,17/05/2025,DCC PRINT VISION LLP-SALES,GST CREDIT NOTE,CN/126/25-26,INK/25-26/1012,,,,35400.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000b80
O-tec,Surat,2025-05,credit note,19/05/2025,ANISHA THE COLOUR CO.,GST CREDIT NOTE,CN/127/25-26,INK/25-26/265,,,,8496.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000009f7
O-tec,Surat,2025-05,credit note,20/05/2025,NANDESHWAR FASHION,GST CREDIT NOTE,CN/129/25-26,SPARE/25-26/133,,,,48283.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000ff2
O-tec,Surat,2025-05,credit note,20/05/2025,KALAKRUTI PROCESSORS (P) LTD,GST CREDIT NOTE,CN/130/25-26,HD/HG/25-26/53,,,,236000.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000e58
O-tec,Surat,2025-05,credit note,20/05/2025,ANUPAM CREATION PVT. LTD.,GST CREDIT NOTE,CN/131/25-26,INK/25-26/980,,,,212400.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000a0d
O-tec,Surat,2025-05,credit note,20/05/2025,KALAKRUTI PROCESSORS (P) LTD,GST CREDIT NOTE,CN/132/25-26,HD/HG/25-26/40,,,,241900.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000e58
O-tec,Surat,2025-05,credit note,20/05/2025,RAINBOW DIGITAL PRINTS,GST CREDIT NOTE,CN/133/25-26,,,,,3540.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00001188
O-tec,Surat,2025-05,credit note,20/05/2025,RAINBOW DIGITAL PRINTS,GST CREDIT NOTE,CN/134/25-26,INK/24-25/895,,,,1298.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00001188
O-tec,Surat,2025-05,credit note,21/05/2025,KARISHMA FASHION,GST CREDIT NOTE,CN/135/25-26,INK/24-25/8236,,,,100595.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000030d7
O-tec,Surat,2025-05,credit note,21/05/2025,KARISHMA FASHION,GST CREDIT NOTE,CN/136/25-26,INK/25-26/108,,,,54870.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000030d7
O-tec,Surat,2025-05,credit note,21/05/2025,BISHEN DYEING PRINTING & WEAVING MILLS,GST CREDIT NOTE,CN/137/25-26,INK/25-26/94,,,,5900.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000aa4
O-tec,Surat,2025-05,credit note,21/05/2025,BISHEN DYEING PRINTING & WEAVING MILLS,GST CREDIT NOTE,CN/138/25-26,INK/25-26/95,,,,23600.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000aa4
O-tec,Surat,2025-05,credit note,21/05/2025,BISHEN DYEING PRINTING & WEAVING MILLS,GST CREDIT NOTE,CN/139/25-26,INK/24-25/9194,,,,8850.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000aa4
O-tec,Surat,2025-05,credit note,22/05/2025,M/S S.Z.DIGITEX,GST CREDIT NOTE,CN/140/25-26,PAPER/147/25-26,,,,11844.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000fd3
O-tec,Surat,2025-05,credit note,22/05/2025,M/S S.Z.DIGITEX,GST CREDIT NOTE,CN/141/25-26,,,,,3329.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000fd3
O-tec,Surat,2025-05,credit note,23/05/2025,JAY INDUSTRIAL CHEMICALS PVT LTD,GST CREDIT NOTE,CN/142/25-26,,,,,203550.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000e18
O-tec,Surat,2025-05,credit note,23/05/2025,JAY INDUSTRIAL CHEMICALS PVT LTD,GST CREDIT NOTE,CN/143/25-26,,,,,256650.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000e18
O-tec,Surat,2025-05,credit note,23/05/2025,JAY INDUSTRIAL CHEMICALS PVT LTD,GST CREDIT NOTE,CN/144/25-26,INK/25-26/929,,,,111510.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000e18
O-tec,Surat,2025-05,credit note,24/05/2025,SWASTIK DIGITAL,GST CREDIT NOTE,CN/145/25-26,INK/25-26/426,,,,148.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000013dd
O-tec,Surat,2025-05,credit note,26/05/2025,VLS PRINTS,GST CREDIT NOTE,CN/146/25-26,INK/25-26/1358,,,,9027.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000151a
O-tec,Surat,2025-05,credit note,26/05/2025,NILKANTH PRINTS,GST CREDIT NOTE,CN/147/25-26,HD/HG/25-26/66,,,,241900.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00001032
O-tec,Surat,2025-05,credit note,26/05/2025,SHREE YAMUNA PRINTS,GST CREDIT NOTE,CN/148/25-26,SPARE/24-25/2409,,,,54705.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00003a1d
O-tec,Surat,2025-05,credit note,27/05/2025,KALA FASHIONS,GST CREDIT NOTE,CN/149/25-26,INK/24-25/7490,,,,16024.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000e54
O-tec,Surat,2025-05,credit note,28/05/2025,BHOOMI FASHION PVT LTD,GST CREDIT NOTE,CN/150/25-26,INK/24-25/6960,,,,3351.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000a95
O-tec,Surat,2025-05,credit note,28/05/2025,BHOOMI FASHION PVT LTD,GST CREDIT NOTE,CN/151/25-26,INK/24-25/9017,,,,4096.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000a95
O-tec,Surat,2025-05,credit note,28/05/2025,BHOOMI FASHION PVT LTD,GST CREDIT NOTE,CN/152/25-26,INK/25-26/762,,,,2567.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000a95
O-tec,Surat,2025-05,credit note,29/05/2025,PEACOCK DIGITAL PRINTS,GST CREDIT NOTE,CN/153/25-26,PAPER/141/25-26,,,,40120.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000010cd
O-tec,Surat,2025-05,credit note,30/05/2025,JAY INDUSTRIAL CHEMICALS PVT LTD,GST CREDIT NOTE,CN/154/25-26,SPARE/24-25/1847,,,,629.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000e18
O-tec,Surat,2025-05,credit note,31/05/2025,SHRUTI FASHIONS PVT. LTD.,GST CREDIT NOTE,CN/155/25-26,DN/25-26/10,,,,5310.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00001338
O-tec,Surat,2025-05,credit note,31/05/2025,VINNY OVERSEAS LIMITED,GST CREDIT NOTE,CN/156/25-26,INK/25-26/1410,,,,51920.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000014f8
O-tec,Surat,2025-05,credit note,31/05/2025,AARNAV FASHIONS LIMITED,GST CREDIT NOTE,CN/157/25-26,INK/25-26/1409,,,,944.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000961
O-tec,Surat,2025-05,credit note,31/05/2025,RACHNA ART PRINTS PVT LTD,GST CREDIT NOTE,CN/158/25-26,INK/25-26/1420,,,,1416.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00001172
O-tec,Surat,2025-05,credit note,31/05/2025,VISHWESH KNITTING AND DYEING MILLS PVT LTD,GST CREDIT NOTE,CN/159/25-26,INK/25-26/1161,,,,23600.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000150f
O-tec,Surat,2025-05,credit note,31/05/2025,ANISHA THE COLOUR CO.,GST CREDIT NOTE,CN/160/25-26,INK/25-26/868,,,,14160.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000009f7
O-tec,Surat,2025-05,credit note,31/05/2025,GANGA FASHION PVT LTD,GST CREDIT NOTE,CN/161/25-26,INK/25-26/1340,,,,194700.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000ca5
O-tec,Surat,2025-05,credit note,31/05/2025,PRABAL DIGITAL FABRIC STUDIO,GST CREDIT NOTE,CN/162/25-26,INK/25-26/1542,,,,13275.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00002ec7
O-tec,Surat,2025-05,credit note,31/05/2025,BISHEN DYEING PRINTING & WEAVING MILLS,GST CREDIT NOTE,CN/163/25-26,INK/25-26/983,,,,42480.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000aa4
O-tec,Surat,2025-05,credit note,31/05/2025,BISHEN DYEING PRINTING & WEAVING MILLS,GST CREDIT NOTE,CN/164/25-26,INK/25-26/863,,,,12331.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000aa4
O-tec,Surat,2025-05,credit note,31/05/2025,BISHEN DYEING PRINTING & WEAVING MILLS,GST CREDIT NOTE,CN/165/25-26,INK/25-26/906,,,,414770.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000aa4
O-tec,Surat,2025-05,credit note,31/05/2025,BISHEN DYEING PRINTING & WEAVING MILLS,GST CREDIT NOTE,CN/166/25-26,INK/25-26/984,,,,257830.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000aa4
O-tec,Surat,2025-05,credit note,31/05/2025,BISHEN DYEING PRINTING & WEAVING MILLS,GST CREDIT NOTE,CN/167/25-26,INK/25-26/1132,,,,6726.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000aa4
O-tec,Surat,2025-05,credit note,31/05/2025,BISHEN DYEING PRINTING & WEAVING MILLS,GST CREDIT NOTE,CN/168/25-26,INK/25-26/1407,,,,22420.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000aa4
O-tec,Surat,2025-05,credit note,31/05/2025,BISHEN DYEING PRINTING & WEAVING MILLS,GST CREDIT NOTE,CN/169/25-26,INK/25-26/1418,,,,112100.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000aa4
O-tec,Surat,2025-05,credit note,31/05/2025,BISHEN DYEING PRINTING & WEAVING MILLS,GST CREDIT NOTE,CN/170/25-26,INK/25-26/1552,,,,672600.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000aa4
O-tec,Surat,2025-05,credit note,31/05/2025,D SKY DIGITAL PRINTS,GST CREDIT NOTE,CN/171/25-26,INK/25-26/1228,,,,14160.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000bff
O-tec,Surat,2025-05,credit note,31/05/2025,GANGA FASHION PVT LTD,GST CREDIT NOTE,CN/172/25-26,INK/25-26/1160,,,,75225.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000ca5
O-tec,Surat,2025-05,credit note,31/05/2025,SINO STAR ENTERPRISE,GST CREDIT NOTE,CN/173/25-26,INK/25-26/1015,,,,39825.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00002e9e
