Company,Location,Month,Type,Date,Particulars,Voucher Type,Voucher No.,Against Sales Invoice no.,Quantity,Rate,Value,Gross Total,ledger_id
O-tec,Surat,2025-07,credit note,23/07/2025,THE FESTON,GST SALES RETURN,G/SR/25-26/225,SPARE/25-26/780,1.0000,7872.80,7872.80,9290.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000143d
O-tec,Surat,2025-07,credit note,25/07/2025,M/S S.Z.DIGITEX,GST SALES RETURN,G/SR/25-26/226,PAPER/377/25-26,2000.0000,5.86,11720.00,13830.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000fd3
O-tec,Surat,2025-07,credit note,25/07/2025,BHANU EMBROIDERIES PRIVATE LIMITED,GST SALES RETURN,G/SR/25-26/227,INK/25-26/2421,1000.0000,650.00,650000.00,767000.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000a82
O-tec,Surat,2025-07,credit note,25/07/2025,SWASTIK DIGITAL,GST SALES RETURN,G/SR/25-26/228,INK/25-26/2883,60.0000,890.00,53400.00,63012.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000013dd
O-tec,Surat,2025-07,credit note,25/07/2025,SWASTIK DIGITAL,GST SALES RETURN,G/SR/25-26/229,INK/25-26/3010,10.0000,890.00,8900.00,10502.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000013dd
O-tec,Surat,2025-07,credit note,25/07/2025,SWASTIK DIGITAL,GST SALES RETURN,G/SR/25-26/230,INK/25-26/3008,20.0000,1020.00,20400.00,24072.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000013dd
O-tec,Surat,2025-07,credit note,26/07/2025,ANISHA THE COLOUR CO.,GST SALES RETURN,G/SR/25-26/231,SPARE/25-26/559,1.0000,28000.00,28000.00,33040.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000009f7
O-tec,Surat,2025-07,credit note,26/07/2025,GANGA FASHION PVT LTD,GST SALES RETURN,G/SR/25-26/232,SPARE/25-26/785,2.0000,4450.22,8900.44,10503.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000ca5
O-tec,Surat,2025-07,credit note,26/07/2025,SAARVI TRENDZ,GST SALES RETURN,G/SR/25-26/233,INK/25-26/493,80.0000,482.50,38600.00,45548.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000358d
O-tec,Surat,2025-07,credit note,26/07/2025,ANISHA THE COLOUR CO.,GST SALES RETURN,G/SR/25-26/234,INK/25-26/2323,450.0000,625.00,281250.00,331875.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000009f7
O-tec,Surat,2025-07,credit note,26/07/2025,KALAHANSH FASHIONS LLP,GST SALES RETURN,G/SR/25-26/235,SPARE/25-26/770,3.0000,1450.00,4350.00,5133.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000e56
O-tec,Surat,2025-07,credit note,26/07/2025,ANISHA THE COLOUR CO.,GST SALES RETURN,G/SR/25-26/236,INK/25-26/2323,100.0000,625.00,62500.00,73750.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000009f7
O-tec,Surat,2025-07,credit note,28/07/2025,THE FESTON,GST SALES RETURN,G/SR/25-26/237,INK/25-26/2828,40.0000,890.00,35600.00,42008.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000143d
O-tec,Surat,2025-07,credit note,31/07/2025,SIDDHIVINAYAK WEAVETECH,GST SALES RETURN,G/SR/25-26/238,,6000.0000,5.72,34340.00,40521.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000134c
O-tec,Surat,2025-07,credit note,31/07/2025,SWASTIK DIGITAL,GST SALES RETURN,G/SR/25-26/239,SPARE/25-26/844,8.0000,2440.00,19520.00,23034.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000013dd
O-tec,Surat,2025-07,credit note,31/07/2025,K3 FABRIC HUB  PVT LTD,GST SALES RETURN,G/SR/25-26/240,SPARE/25-26/831,1.0000,268612.53,268612.53,316963.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000e4e
O-tec,Surat,2025-08,credit note,01/08/2025,ANGARIKA DIGITEX PVT LTD,GST CREDIT NOTE,CN/552/25-26,HD/HG/25-26/81,,,,153400.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000009ee
O-tec,Surat,2025-08,credit note,05/08/2025,SHUKAN DIGITAL,GST CREDIT NOTE,CN/553/25-26,INK/25-26/2986,,,,7434.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000332d
O-tec,Surat,2025-08,credit note,05/08/2025,SHUKAN DIGITAL,GST CREDIT NOTE,CN/554/25-26,INK/25-26/3169,,,,2124.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000332d
O-tec,Surat,2025-08,credit note,06/08/2025,DAFFODIL DIGITAL PRINTS,GST CREDIT NOTE,CN/555/25-26,PAPER/400/25-26,,,,472.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000735d
O-tec,Surat,2025-08,credit note,06/08/2025,BISHEN DYEING PRINTING & WEAVING MILLS,GST CREDIT NOTE,CN/556/25-26,INK/25-26/3217,,,,14750.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000aa4
O-tec,Surat,2025-08,credit note,06/08/2025,BISHEN DYEING PRINTING & WEAVING MILLS,GST CREDIT NOTE,CN/557/25-26,INK/25-26/1033,,,,14750.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000aa4
O-tec,Surat,2025-08,credit note,06/08/2025,BISHEN DYEING PRINTING & WEAVING MILLS,GST CREDIT NOTE,CN/558/25-26,INK/25-26/1275,,,,14750.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000aa4
O-tec,Surat,2025-08,credit note,06/08/2025,BISHEN DYEING PRINTING & WEAVING MILLS,GST CREDIT NOTE,CN/559/25-26,INK/25-26/1760,,,,14750.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000aa4
O-tec,Surat,2025-08,credit note,06/08/2025,BISHEN DYEING PRINTING & WEAVING MILLS,GST CREDIT NOTE,CN/560/25-26,INK/25-26/1986,,,,5900.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000aa4
O-tec,Surat,2025-08,credit note,06/08/2025,BISHEN DYEING PRINTING & WEAVING MILLS,GST CREDIT NOTE,CN/561/25-26,INK/25-26/3081,,,,14750.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000aa4
O-tec,Surat,2025-08,credit note,06/08/2025,BISHEN DYEING PRINTING & WEAVING MILLS,GST CREDIT NOTE,CN/562/25-26,INK/25-26/3255,,,,14750.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000aa4
O-tec,Surat,2025-08,credit note,13/08/2025,PRABAL DIGITAL FABRIC STUDIO,GST CREDIT NOTE,CN/563/25-26,INK/25-26/3166,,,,885.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00002ec7
O-tec,Surat,2025-08,credit note,13/08/2025,FLORATEX - MACHINE,GST CREDIT NOTE,CN/564/25-26,HEAD/25-26/108,,,,826000.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000c6f
O-tec,Surat,2025-08,credit note,13/08/2025,JAIPURIA SILK MILLS PVT. LTD.,GST CREDIT NOTE,CN/565/25-26,HEAD/25-26/107,,,,466100.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000e05
O-tec,Surat,2025-08,credit note,13/08/2025,ANUPAM CREATION PVT. LTD.,GST CREDIT NOTE,CN/566/25-26,AMC/25-26/1,,,,82600.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000a0d
O-tec,Surat,2025-08,credit note,16/08/2025,DASS EMBROIDERY PRIVATE LIMITED,GST CREDIT NOTE,CN/567/25-26,INK/25-26/2506,,,,2596.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000b74
O-tec,Surat,2025-08,credit note,18/08/2025,ANUPAM CREATION PVT. LTD.,GST CREDIT NOTE,CN/568/25-26,HD/25-26/134,,,,122130.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000a0d
O-tec,Surat,2025-08,credit note,18/08/2025,SHREE HARI DIGITAL,GST CREDIT NOTE,CN/569/25-26,INK/24-25/6964,,,,105020.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000034c9
O-tec,Surat,2025-08,credit note,18/08/2025,SUNNY DRAPE,GST CREDIT NOTE,CN/570/25-26,OR/SPARE/23-24/1644,,,,5782.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000013c0
O-tec,Surat,2025-08,credit note,18/08/2025,ANGARIKA DIGITEX PVT LTD,GST CREDIT NOTE,CN/571/25-26,SPARE/24-25/2491,,,,254745.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000009ee
O-tec,Surat,2025-08,credit note,19/08/2025,GIRDHAR PRINTS PRIVATE LIMITED,GST CREDIT NOTE,CN/572/25-26,INK/25-56/2699,,,,10620.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00002f88
O-tec,Surat,2025-08,credit note,19/08/2025,SHREE LAXMI FASHION,GST CREDIT NOTE,CN/573/25-26,PAPER/155/24-25,,,,287958.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00001304
O-tec,Surat,2025-08,credit note,22/08/2025,SREE KANAGA DURGAA TEXTILE,GST CREDIT NOTE,CN/574/25-26,INK/25-26/2688,,,,14160.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000138b
O-tec,Surat,2025-08,credit note,25/08/2025,KUMORA LLP,GST CREDIT NOTE,CN/575/25-26,SPARE/25-26/836,,,,11206.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00003869
O-tec,Surat,2025-08,credit note,26/08/2025,DURGA PROCESSORS PVT LTD,GST CREDIT NOTE,CN/576/25-26,INK/25-26/4023,,,,8850.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000c06
O-tec,Surat,2025-08,credit note,26/08/2025,KALA FASHIONS,GST CREDIT NOTE,CN/577/25-26,INK/25-26/1533,,,,7659.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000e54
O-tec,Surat,2025-08,credit note,27/08/2025,GOKUL TEX PRINTS PVT. LTD.,GST CREDIT NOTE,CN/578/25-26,,,,,149572.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000cd3
O-tec,Surat,2025-08,credit note,27/08/2025,GOKUL TEX PRINTS PVT. LTD.,GST CREDIT NOTE,CN/579/25-26,,,,,42126.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000cd3
O-tec,Surat,2025-08,credit note,27/08/2025,RAJLAXMI DIGITAL,GST CREDIT NOTE,CN/580/25-26,INK/25-26/4229,,,,15930.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000119e
O-tec,Surat,2025-08,credit note,27/08/2025,RAJLAXMI DIGITAL,GST CREDIT NOTE,CN/581/25-26,INK/25-26/4259,,,,4248.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000119e
O-tec,Surat,2025-08,credit note,27/08/2025,RAJLAXMI DIGITAL,GST CREDIT NOTE,CN/582/25-26,INK/25-26/4255,,,,7434.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000119e
O-tec,Surat,2025-08,credit note,27/08/2025,DASS DIGITAL,GST CREDIT NOTE,CN/583/25-26,SPARE/24-25/2267,,,,5712.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000b72
O-tec,Surat,2025-08,credit note,27/08/2025,DASS DIGITAL,GST CREDIT NOTE,CN/584/25-26,SPARE/25-26/165,,,,31634.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000b72
O-tec,Surat,2025-08,credit note,28/08/2025,DASS DIGITAL,GST CREDIT NOTE,CN/585/25-26,SPARE/25-26/165,,,,4016.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000b72
O-tec,Surat,2025-08,credit note,28/08/2025,RELIABLE DIGITEX,GST CREDIT NOTE,CN/586/25-26,INK/25-26/1882,,,,1911.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000011d6
O-tec,Surat,2025-08,credit note,28/08/2025,M/S S.Z.DIGITEX,GST CREDIT NOTE,CN/587/25-26,,,,,33102.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000fd3
O-tec,Surat,2025-08,credit note,29/08/2025,ANUPAM CREATION PVT. LTD.,GST CREDIT NOTE,CN/588/25-26,INK/25-26/3779,,,,165200.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000a0d
O-tec,Surat,2025-08,credit note,30/08/2025,KRISHNA DYEING & PRINTING MILLS PVT. LTD.,GST CREDIT NOTE,CN/589/25-26,,,,,54516.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000eb0
O-tec,Surat,2025-08,credit note,30/08/2025,KRISHNA DYEING & PRINTING MILLS PVT. LTD.,GST CREDIT NOTE,CN/590/25-26,,,,,47259.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000eb0
O-tec,Surat,2025-08,credit note,30/08/2025,KRISHNA DYEING & PRINTING MILLS PVT. LTD.,GST CREDIT NOTE,CN/591/25-26,,,,,65962.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000eb0
O-tec,Surat,2025-08,credit note,30/08/2025,KRISHNA DYEING & PRINTING MILLS PVT. LTD.,GST CREDIT NOTE,CN/592/25-26,,,,,54811.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000eb0
O-tec,Surat,2025-08,credit note,31/08/2025,BISHEN DYEING PRINTING & WEAVING MILLS,GST CREDIT NOTE,CN/593/25-26,INK/25-26/3384,,,,33630.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000aa4
O-tec,Surat,2025-08,credit note,31/08/2025,BISHEN DYEING PRINTING & WEAVING MILLS,GST CREDIT NOTE,CN/594/25-26,INK/25-26/3466,,,,627760.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000aa4
O-tec,Surat,2025-08,credit note,31/08/2025,BISHEN DYEING PRINTING & WEAVING MILLS,GST CREDIT NOTE,CN/595/25-26,INK/25-26/3800,,,,14573.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000aa4
O-tec,Surat,2025-08,credit note,31/08/2025,BISHEN DYEING PRINTING & WEAVING MILLS,GST CREDIT NOTE,CN/596/25-26,INK/25-26/3904,,,,90801.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000aa4
O-tec,Surat,2025-08,credit note,31/08/2025,BISHEN DYEING PRINTING & WEAVING MILLS,GST CREDIT NOTE,CN/597/25-26,INK/25-26/3905,,,,693899.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000aa4
O-tec,Surat,2025-08,credit note,31/08/2025,DASS DIGITAL,GST CREDIT NOTE,CN/598/25-26,INK/25-26/3326,,,,373175.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000b72
O-tec,Surat,2025-08,credit note,31/08/2025,DASS DIGITAL,GST CREDIT NOTE,CN/599/25-26,INK/25-26/4183,,,,35400.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000b72
O-tec,Surat,2025-08,credit note,31/08/2025,D SKY DIGITAL PRINTS,GST CREDIT NOTE,CN/600/25-26,INK/25-26/3458,,,,24190.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000bff
O-tec,Surat,2025-08,credit note,31/08/2025,GANGA FASHION PVT LTD,GST CREDIT NOTE,CN/601/25-26,INK/25-26/3347,,,,57171.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000ca5
O-tec,Surat,2025-08,credit note,31/08/2025,GANGA FASHION PVT LTD,GST CREDIT NOTE,CN/602/25-26,INK/25-26/4078,,,,11564.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000ca5
O-tec,Surat,2025-08,credit note,31/08/2025,PEACOCK DIGITAL WORLD,GST CREDIT NOTE,CN/603/25-26,INK/25-26/3738,,,,39648.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000010cf
O-tec,Surat,2025-08,credit note,31/08/2025,SINO STAR ENTERPRISE,GST CREDIT NOTE,CN/604/25-26,INK/25-26/3832,,,,79650.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00002e9e
O-tec,Surat,2025-08,credit note,31/08/2025,SINO STAR ENTERPRISE,GST CREDIT NOTE,CN/605/25-26,INK/25-26/4302,,,,40120.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00002e9e
O-tec,Surat,2025-08,credit note,31/08/2025,VERONICA DIGITAL,GST CREDIT NOTE,CN/606/25-26,INK/25-26/3835,,,,58528.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000014dd
O-tec,Surat,2025-08,credit note,31/08/2025,VERONICA DIGITAL,GST CREDIT NOTE,CN/607/25-26,INK/25-26/4103,,,,25488.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000014dd
O-tec,Surat,2025-08,credit note,31/08/2025,ANISHA THE COLOUR CO.,GST CREDIT NOTE,CN/608/25-26,INK/25-26/3366,,,,230100.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000009f7
O-tec,Surat,2025-08,credit note,31/08/2025,ROOMY INDUSTRIES,GST CREDIT NOTE,CN/609/25-26,INK/25-26/3332,,,,15340.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00001207
O-tec,Surat,2025-08,credit note,31/08/2025,SHIVRAM PROCESSORS,GST CREDIT NOTE,CN/610/25-26,INK/25-26/3449,,,,69620.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000012dd
O-tec,Surat,2025-08,credit note,31/08/2025,SHIVRAM PROCESSORS,GST CREDIT NOTE,CN/611/25-26,INK/25-26/4228,,,,11800.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000012dd
O-tec,Surat,2025-08,credit note,31/08/2025,VINNY OVERSEAS LIMITED,GST CREDIT NOTE,CN/612/25-26,INK/25-26/3852,,,,106436.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000014f8
O-tec,Surat,2025-08,credit note,31/08/2025,PIONEER DYEING PVT LTD,GST CREDIT NOTE,CN/613/25-26,INK/25-26/3386,,,,40710.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000010e8
O-tec,Surat,2025-08,credit note,31/08/2025,GANGA FASHION PVT LTD,GST CREDIT NOTE,CN/614/25-26,INK/25-26/3348,,,,173932.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000ca5
O-tec,Surat,2025-08,credit note,31/08/2025,GOKUL TEX PRINTS PVT. LTD.,GST CREDIT NOTE,CN/615/25-26,INK/25-26/3333,,,,106790.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000cd3
O-tec,Surat,2025-08,credit note,31/08/2025,KRISHNA DYEING & PRINTING MILLS PVT. LTD.,GST CREDIT NOTE,CN/616/25-26,INK/25-26/3958,,,,9086.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000eb0
O-tec,Surat,2025-08,credit note,31/08/2025,ROOMY INDUSTRIES,GST CREDIT NOTE,CN/617/25-26,INK/25-26/3331,,,,33866.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00001207
O-tec,Surat,2025-08,credit note,31/08/2025,ROSHNI CREATIONS PRIVATE LIMITED,GST CREDIT NOTE,CN/618/25-26,INK/25-26/3322,,,,52510.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000120c
O-tec,Surat,2025-08,credit note,31/08/2025,SHIVRAM PROCESSORS,GST CREDIT NOTE,CN/619/25-26,INK/25-26/4227,,,,85904.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000012dd
O-tec,Surat,2025-08,credit note,31/08/2025,SHRUTI FASHIONS PVT. LTD.,GST CREDIT NOTE,CN/620/25-26,INK/25-26/3604,,,,127440.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00001338
O-tec,Surat,2025-08,credit note,31/08/2025,ADIYA DESIGNER,GST CREDIT NOTE,CN/621/25-26,INK/25-26/3368,,,,34220.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000984
O-tec,Surat,2025-08,credit note,31/08/2025,K3 FABRIC HUB  PVT LTD,GST CREDIT NOTE,CN/622/25-26,INK/25-26/3673,,,,748946.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000e4e
O-tec,Surat,2025-08,credit note,31/08/2025,PRAYAGRAJ DYEING AND PRINTING MILLS PVT LTD,GST CREDIT NOTE,CN/623/25-26,INK/25-26/3493,,,,38055.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00001123
O-tec,Surat,2025-08,credit note,31/08/2025,GIRDHAR PRINTS PRIVATE LIMITED,GST CREDIT NOTE,CN/624/25-26,INK/25-26/3839,,,,28910.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00002f88
O-tec,Surat,2025-08,credit note,31/08/2025,VINNY OVERSEAS LIMITED,GST CREDIT NOTE,CN/625/25-26,INK/25-26/3413,,,,46728.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000014f8
O-tec,Surat,2025-08,credit note,31/08/2025,VINNY OVERSEAS LIMITED,GST CREDIT NOTE,CN/626/25-26,INK/25-26/4167,,,,38940.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000014f8
O-tec,Surat,2025-08,credit note,31/08/2025,AARNAV FASHIONS LIMITED,GST CREDIT NOTE,CN/627/25-26,INK/25-26/3420,,,,7080.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000961
O-tec,Surat,2025-08,credit note,31/08/2025,RACHNA ART PRINTS PVT LTD,GST CREDIT NOTE,CN/628/25-26,INK/25-26/3830,,,,11210.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00001172
O-tec,Surat,2025-08,credit note,31/08/2025,VASTA LIFESTYLE PVT LTD,GST CREDIT NOTE,CN/629/25-26,INK/25-26/3853,,,,21004.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000014c4
O-tec,Surat,2025-08,credit note,31/08/2025,VISHWESH KNITTING AND DYEING MILLS PVT LTD,GST CREDIT NOTE,CN/630/25-26,INK/25-26/3471,,,,73898.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000150f
O-tec,Surat,2025-08,credit note,31/08/2025,VISHWESH KNITTING AND DYEING MILLS PVT LTD,GST CREDIT NOTE,CN/631/25-26,INK/25-26/4092,,,,9145.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000150f
O-tec,Surat,2025-08,credit note,31/08/2025,SWASTIK DIGITAL,GST CREDIT NOTE,CN/632/25-26,INK/25-26/3510,,,,18290.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000013dd
O-tec,Surat,2025-08,credit note,31/08/2025,PRABAL DIGITAL FABRIC STUDIO,GST CREDIT NOTE,CN/633/25-26,INK/25-26/3940,,,,2950.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00002ec7
O-tec,Surat,2025-08,credit note,31/08/2025,SHREE OM DIGITAL,GST CREDIT NOTE,CN/634/25-26,INK/25-26/3503,,,,6490.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00002baa
O-tec,Surat,2025-08,credit note,31/08/2025,GRIHALAKSHMI TRADING PRIVATE LIMITED,GST CREDIT NOTE,CN/635/25-26,INK/25-26/3486,,,,14160.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000032d2
O-tec,Surat,2025-08,credit note,31/08/2025,DASS EMBROIDERY PRIVATE LIMITED,GST CREDIT NOTE,CN/636/25-26,INK/25-26/3379,,,,8850.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000b74
O-tec,Surat,2025-08,credit note,31/08/2025,VIJAYLAXMI DIGITAL PRINTS,GST CREDIT NOTE,CN/637/25-26,INK/25-26/3481,,,,10915.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00003144
O-tec,Surat,2025-08,credit note,31/08/2025,BISHEN DYEING PRINTING & WEAVING MILLS,GST CREDIT NOTE,CN/638/25-26,INK/25-26/3903,,,,42480.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000aa4
O-tec,Surat,2025-08,credit note,31/08/2025,SWASTIK VALUE ADDITION PVT LTD,GST CREDIT NOTE,CN/639/25-26,INK/25-26/3807,,,,21240.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000013e1
O-tec,Surat,2025-08,credit note,31/08/2025,DIGITO FAB,GST CREDIT NOTE,CN/640/25-26,INK/25-26/3978,,,,27612.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000070a9
O-tec,Surat,2025-08,credit note,31/08/2025,GAURANGA INTERNATIONAL,GST CREDIT NOTE,CN/641/25-26,INK/25-26/3985,,,,26757.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000cb4
O-tec,Surat,2025-08,credit note,31/08/2025,BHOOMI FASHION PVT LTD,GST CREDIT NOTE,CN/642/25-26,INK/25-26/3320,,,,11918.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000a95
O-tec,Surat,2025-08,credit note,31/08/2025,TOYO PRINTS PRIVATE LIMITED,GST CREDIT NOTE,CN/643/25-26,INK/25-26/3438,,,,4484.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000145c
O-tec,Surat,2025-08,credit note,31/08/2025,SHREE LAXMI FASHION,GST CREDIT NOTE,CN/644/25-26,INK/25-26/3392,,,,131688.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00001304
O-tec,Surat,2025-08,credit note,31/08/2025,ANISHA THE COLOUR CO.,GST CREDIT NOTE,CN/645/25-26,INK/25-26/3367,,,,4720.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000009f7
O-tec,Surat,2025-08,credit note,31/08/2025,CLOTHERA PRIVATE LIMITED,GST CREDIT NOTE,CN/646/25-26,INK/25-26/3653,,,,8850.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000b1f
O-tec,Surat,2025-08,credit note,31/08/2025,GOPGAN PRINTING,GST CREDIT NOTE,CN/647/25-26,INK/25-26/3406,,,,19175.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000cda
O-tec,Surat,2025-08,credit note,31/08/2025,KALAHANSH FASHIONS LLP,GST CREDIT NOTE,CN/648/25-26,INK/25-26/3598,,,,5900.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000e56
O-tec,Surat,2025-08,credit note,31/08/2025,KALAKRUTI PROCESSORS (P) LTD,GST CREDIT NOTE,CN/649/25-26,INK/25-26/3527,,,,29146.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000e58
O-tec,Surat,2025-08,credit note,31/08/2025,LOTUS FIVE DIGITAL WORLD,GST CREDIT NOTE,CN/650/25-26,INK/25-26/3663,,,,39235.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000efe
O-tec,Surat,2025-08,credit note,31/08/2025,NANDESHWAR FASHION,GST CREDIT NOTE,CN/651/25-26,INK/25-26/3353,,,,14750.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000ff2
O-tec,Surat,2025-08,credit note,31/08/2025,PEACOCK DIGITAL WORLD,GST CREDIT NOTE,CN/652/25-26,INK/25-26/3597,,,,34810.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000010cf
O-tec,Surat,2025-08,credit note,31/08/2025,PEACOCK DIGITAL WORLD,GST CREDIT NOTE,CN/653/25-26,INK/25-26/4146,,,,48616.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000010cf
O-tec,Surat,2025-08,credit note,31/08/2025,RAMLAXMAN INDUSTRIES PVT LTD,GST CREDIT NOTE,CN/654/25-26,INK/25-26/3600,,,,590.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000011b6
O-tec,Surat,2025-08,credit note,31/08/2025,ROSHNI CREATIONS PRIVATE LIMITED,GST CREDIT NOTE,CN/655/25-26,INK/25-26/3323,,,,6490.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000120c
O-tec,Surat,2025-08,credit note,31/08/2025,SHRUTI FASHIONS PVT. LTD.,GST CREDIT NOTE,CN/656/25-26,INK/25-26/3605,,,,2065.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00001338
